date,day_of_week,nifty_entry,nifty_exit,nifty_move,nifty_move_pct,vix,atm_strike,days_to_expiry,entry_call,entry_put,entry_straddle,exit_call,exit_put,exit_straddle,premium_collected,premium_paid,gross_pnl,transaction_cost,net_pnl
2025-07-29,Tuesday,24709.25,24827.55,118.3,0.48,11.53,24700,9,178.95,178.95,357.89,175.22,174.6,349.82,17894.67,17490.9,403.77,124.22,279.54
2025-07-30,Wednesday,24839.75,24854.55,14.8,0.06,11.21,24850,8,164.9,164.9,329.79,160.6,160.6,321.2,16489.65,16060.23,429.42,121.85,307.57
2025-07-31,Thursday,24661.9,24754.2,92.3,0.37,11.54,24650,7,157.65,157.65,315.3,153.24,152.82,306.06,15765.03,15302.99,462.04,120.61,341.43
2025-08-01,Friday,24727.0,24551.9,-175.1,-0.71,11.98,24750,6,151.92,151.92,303.84,146.39,147.17,293.55,15192.09,14677.56,514.52,119.62,394.9
2025-08-04,Monday,24626.9,24723.15,96.25,0.39,11.97,24650,10,195.17,195.17,390.34,191.48,190.92,382.4,19517.2,19119.93,397.27,126.95,270.32
2025-08-05,Tuesday,24614.5,24661.65,47.15,0.19,11.71,24600,9,181.04,181.04,362.09,177.02,176.77,353.79,18104.34,17689.49,414.85,124.57,290.28
2025-08-06,Wednesday,24595.85,24573.95,-21.9,-0.09,11.96,24600,8,174.2,174.2,348.4,169.66,169.66,339.33,17420.14,16966.49,453.65,123.4,330.25
2025-08-07,Thursday,24476.1,24604.7,128.6,0.53,11.69,24500,7,158.5,158.5,316.99,154.18,153.58,307.76,15849.64,15388.02,461.62,120.76,340.86
2025-08-08,Friday,24452.55,24345.2,-107.35,-0.44,12.03,24450,6,150.86,150.86,301.72,145.46,145.94,291.41,15086.17,14570.33,515.83,119.44,396.39
2025-08-12,Tuesday,24692.9,24490.1,-202.8,-0.82,12.23,24700,9,189.69,189.69,379.37,184.91,186.06,370.97,18968.52,18548.45,420.06,126.02,294.04
2025-08-13,Wednesday,24600.8,24617.45,16.65,0.07,12.14,24600,8,176.86,176.86,353.72,172.25,172.25,344.51,17685.87,17225.3,460.57,123.84,336.73
2025-08-14,Thursday,24624.55,24628.25,3.7,0.02,12.36,24600,7,168.6,168.6,337.19,163.58,163.58,327.16,16859.68,16357.9,501.78,122.43,379.35
2025-08-18,Monday,24998.6,24875.65,-122.95,-0.49,12.34,25000,10,204.24,204.24,408.48,199.74,200.48,400.22,20424.17,20010.96,413.21,128.47,284.74
2025-08-19,Tuesday,24901.9,24984.65,82.75,0.33,11.79,24900,9,184.41,184.41,368.82,180.44,179.99,360.43,18440.86,18021.47,419.39,125.13,294.26
2025-08-20,Wednesday,24989.95,25040.75,50.8,0.2,11.79,25000,8,174.48,174.48,348.95,170.11,169.85,339.95,17447.68,16997.63,450.05,123.45,326.6
2025-08-21,Thursday,25127.8,25079.2,-48.6,-0.19,11.37,25150,7,158.26,158.26,316.52,153.48,153.7,307.18,15826.23,15358.92,467.31,120.71,346.59
2025-08-22,Friday,24959.35,24870.75,-88.6,-0.35,11.73,24950,6,150.15,150.15,300.3,144.81,145.19,290.0,15014.83,14499.91,514.92,119.32,395.6
2025-08-25,Monday,24918.7,24969.2,50.5,0.2,11.76,24900,10,194.02,194.02,388.04,190.17,189.88,380.05,19401.99,19002.59,399.4,126.76,272.64
2025-08-26,Tuesday,24799.1,24694.9,-104.2,-0.42,12.19,24800,9,189.88,189.88,379.76,185.29,185.87,371.16,18987.79,18558.0,429.79,126.05,303.74
2025-08-28,Thursday,24606.45,24491.1,-115.35,-0.47,12.18,24600,7,166.02,166.02,332.04,160.89,161.46,322.35,16601.94,16117.27,484.67,122.01,362.66
2025-08-29,Friday,24473.65,24411.2,-62.45,-0.26,11.75,24450,6,147.48,147.48,294.96,142.27,142.54,284.8,14747.75,14240.22,507.53,118.88,388.66
2025-09-01,Monday,24538.5,24628.55,90.05,0.37,11.29,24550,10,183.42,183.42,366.85,179.93,179.44,359.37,18342.37,17968.48,373.89,124.99,248.9
2025-09-02,Tuesday,24746.1,24584.4,-161.7,-0.65,11.4,24750,9,177.19,177.19,354.39,172.81,173.66,346.47,17719.29,17323.26,396.03,123.93,272.1
2025-09-03,Wednesday,24600.9,24728.4,127.5,0.52,10.93,24600,8,159.23,159.23,318.46,155.49,154.88,310.37,15923.18,15518.56,404.62,120.91,283.71
2025-09-04,Thursday,24900.7,24728.1,-172.6,-0.69,10.85,24900,7,149.66,149.66,299.32,144.95,145.71,290.66,14965.94,14533.1,432.83,119.29,313.55
2025-09-05,Friday,24770.4,24739.4,-31.0,-0.13,10.78,24750,6,136.94,136.94,273.89,132.15,132.27,264.42,13694.34,13220.91,473.43,117.13,356.3
2025-09-08,Monday,24826.1,24774.65,-51.45,-0.21,10.84,24850,10,178.18,178.18,356.35,174.37,174.65,349.02,17817.69,17451.01,366.68,124.12,242.56
2025-09-09,Tuesday,24844.85,24868.0,23.15,0.09,10.69,24850,9,166.82,166.82,333.64,162.96,162.96,325.92,16682.03,16295.87,386.16,122.2,263.96
2025-09-10,Wednesday,25006.45,24980.9,-25.55,-0.1,10.54,25000,8,156.08,156.08,312.16,151.98,152.09,304.07,15608.14,15203.62,404.52,120.38,284.14
2025-09-12,Friday,25066.65,25115.6,48.95,0.2,10.12,25050,6,130.1,130.1,260.19,125.7,125.52,251.22,13009.66,12561.0,448.66,115.99,332.67
2025-09-15,Monday,25089.55,25065.1,-24.45,-0.1,10.4,25100,10,172.76,172.76,345.52,169.16,169.16,338.32,17275.86,16915.95,359.91,123.21,236.7
2025-09-16,Tuesday,25171.1,25244.35,73.25,0.29,10.27,25150,9,162.37,162.37,324.74,158.84,158.5,317.34,16237.06,15866.97,370.09,121.46,248.63
2025-09-17,Wednesday,25326.45,25327.35,0.9,0.0,10.25,25350,8,153.73,153.73,307.46,149.73,149.73,299.45,15372.93,14972.6,400.34,119.99,280.35
2025-09-18,Thursday,25414.3,25434.25,19.95,0.08,9.89,25400,7,139.23,139.23,278.46,135.09,135.09,270.18,13923.13,13508.76,414.38,117.55,296.83
2025-09-19,Friday,25313.5,25333.8,20.3,0.08,9.97,25300,6,129.43,129.43,258.86,124.94,124.94,249.87,12943.05,12493.64,449.41,115.88,333.53
2025-09-22,Monday,25322.2,25202.05,-120.15,-0.47,10.56,25300,10,177.04,177.04,354.09,173.15,173.77,346.91,17704.31,17345.75,358.56,123.93,234.63
2025-09-23,Tuesday,25152.7,25168.15,15.45,0.06,10.63,25150,9,167.94,167.94,335.88,164.05,164.05,328.1,16793.94,16405.19,388.75,122.38,266.36
2025-09-24,Wednesday,25098.1,25058.4,-39.7,-0.16,10.52,25100,8,156.36,156.36,312.71,152.22,152.4,304.63,15635.62,15231.45,404.17,120.43,283.74
2025-09-25,Thursday,25038.55,24900.45,-138.1,-0.55,10.78,25050,7,149.52,149.52,299.03,144.87,145.47,290.33,14951.7,14516.71,434.99,119.26,315.73
2025-09-26,Friday,24799.1,24652.2,-146.9,-0.59,11.43,24800,6,145.37,145.37,290.74,140.11,140.74,280.85,14536.88,14042.52,494.36,118.53,375.83
2025-09-29,Monday,24753.15,24628.2,-124.95,-0.5,11.37,24750,10,186.34,186.34,372.68,182.23,182.92,365.14,18633.93,18257.24,376.69,125.48,251.21
2025-09-30,Tuesday,24668.7,24607.4,-61.3,-0.25,11.07,24650,9,171.53,171.53,343.05,167.45,167.76,335.21,17152.55,16760.7,391.85,122.99,268.86
2025-10-01,Wednesday,24641.4,24839.7,198.3,0.8,10.29,24650,8,150.15,150.15,300.31,146.83,145.95,292.78,15015.48,14639.17,376.32,119.4,256.91
2025-10-03,Friday,24813.3,24885.65,72.35,0.29,10.06,24800,6,128.02,128.02,256.04,123.75,123.48,247.24,12801.82,12361.82,440.0,115.65,324.36
2025-10-06,Monday,24955.65,25081.45,125.8,0.5,10.19,24950,10,168.37,168.37,336.73,165.27,164.65,329.93,16836.69,16496.31,340.38,122.48,217.89
2025-10-07,Tuesday,25199.9,25101.5,-98.4,-0.39,10.05,25200,9,159.07,159.07,318.15,155.24,155.7,310.94,15907.42,15546.78,360.64,120.91,239.73
2025-10-08,Wednesday,25155.4,25043.25,-112.15,-0.45,10.31,25150,8,153.58,153.58,307.17,149.42,149.92,299.34,15358.49,14966.86,391.62,119.97,271.65
2025-10-09,Thursday,25054.75,25188.2,133.45,0.53,10.12,25050,7,140.45,140.45,280.91,136.64,136.09,272.73,14045.37,13636.43,408.94,117.75,291.19
2025-10-10,Friday,25273.3,25284.35,11.05,0.04,10.1,25250,6,130.91,130.91,261.82,126.36,126.36,252.73,13090.99,12636.44,454.55,116.12,338.42
2025-10-14,Tuesday,25194.7,25144.45,-50.25,-0.2,11.16,25200,9,176.61,176.61,353.21,172.43,172.69,345.12,17660.71,17256.2,404.51,123.83,280.68
2025-10-15,Wednesday,25216.1,25328.9,112.8,0.45,10.53,25200,8,157.24,157.24,314.48,153.49,152.97,306.46,15724.07,15323.15,400.92,120.58,280.34
2025-10-16,Thursday,25443.95,25573.6,129.65,0.51,10.87,25450,7,153.21,153.21,306.41,149.03,148.46,297.48,15320.63,14874.13,446.5,119.88,326.63
2025-10-17,Friday,25618.75,25711.5,92.75,0.36,11.63,25600,6,152.8,152.8,305.6,147.76,147.36,295.12,15280.12,14756.24,523.88,119.76,404.12
2025-10-20,Monday,25834.15,25841.5,7.35,0.03,11.36,25850,10,194.31,194.31,388.61,190.26,190.26,380.52,19430.59,19025.79,404.8,126.8,278.0
2025-10-23,Thursday,26074.85,25900.3,-174.55,-0.67,11.73,26050,7,169.43,169.43,338.85,164.11,164.93,329.04,16942.69,16452.2,490.49,122.57,367.92
2025-10-24,Friday,25885.9,25804.95,-80.95,-0.31,11.59,25900,6,153.86,153.86,307.73,148.41,148.75,297.16,15386.36,14857.92,528.44,119.94,408.51
2025-10-27,Monday,25929.95,25968.05,38.1,0.15,11.86,25950,10,203.61,203.61,407.22,199.51,199.3,398.81,20361.04,19940.51,420.53,128.36,292.17
2025-10-28,Tuesday,25928.65,25962.2,33.55,0.13,11.95,25950,9,194.62,194.62,389.24,190.24,190.05,380.29,19461.78,19014.35,447.43,126.83,320.6
2025-10-29,Wednesday,25995.55,26054.3,58.75,0.23,11.97,26000,8,184.27,184.27,368.54,179.67,179.37,359.04,18426.88,17952.08,474.8,125.08,349.72
2025-10-30,Thursday,25914.6,25885.35,-29.25,-0.11,12.07,25900,7,173.27,173.27,346.53,168.06,168.2,336.27,17326.64,16813.34,513.3,123.21,390.1
2025-10-31,Friday,25889.5,25713.35,-176.15,-0.68,12.15,25900,6,161.32,161.32,322.64,155.45,156.25,311.7,16132.03,15585.14,546.9,121.18,425.72
2025-11-03,Monday,25724.2,25769.9,45.7,0.18,12.67,25700,10,215.79,215.79,431.58,211.48,211.2,422.68,21579.04,21134.17,444.87,130.39,314.48
2025-11-04,Tuesday,25716.65,25593.05,-123.6,-0.48,12.65,25700,9,204.33,204.33,408.67,199.36,200.08,399.45,20433.36,19972.35,461.0,128.46,332.55
2025-11-07,Friday,25341.9,25500.6,158.7,0.63,12.56,25350,6,163.24,163.24,326.47,158.06,157.32,315.38,16323.68,15769.22,554.46,121.5,432.96
2025-11-10,Monday,25555.6,25568.2,12.6,0.05,12.3,25550,10,208.12,208.12,416.23,203.78,203.78,407.56,20811.57,20377.99,433.57,129.11,304.47
2025-11-11,Tuesday,25518.3,25700.85,182.55,0.72,12.49,25500,9,200.19,200.19,400.39,196.26,195.21,391.47,20019.3,19573.38,445.92,127.77,318.15
2025-11-12,Wednesday,25847.3,25870.15,22.85,0.09,12.11,25850,8,185.36,185.36,370.72,180.53,180.53,361.07,18536.08,18053.37,482.71,125.26,357.45
2025-11-13,Thursday,25876.35,25872.75,-3.6,-0.01,12.16,25900,7,174.3,174.3,348.6,169.11,169.11,338.23,17430.07,16911.32,518.75,123.38,395.38
2025-11-14,Friday,25774.65,25918.15,143.5,0.56,11.94,25750,6,157.83,157.83,315.66,152.77,152.14,304.91,15782.88,15245.47,537.41,120.6,416.82
2025-11-18,Tuesday,25908.95,25895.2,-13.75,-0.05,12.1,25900,9,196.91,196.91,393.82,192.35,192.35,384.71,19691.1,19235.29,455.81,127.21,328.6
2025-11-19,Wednesday,25927.15,26053.15,126.0,0.49,11.97,25950,8,183.78,183.78,367.57,179.43,178.78,358.21,18378.39,17910.66,467.73,125.0,342.73
2025-11-20,Thursday,26085.05,26191.15,106.1,0.41,12.14,26100,7,175.42,175.42,350.84,170.54,170.02,340.57,17541.75,17028.33,513.42,123.57,389.86
2025-11-21,Friday,26094.3,26064.35,-29.95,-0.11,13.63,26100,6,182.4,182.4,364.8,176.02,176.17,352.19,18240.25,17609.43,630.82,124.67,506.14
2025-11-25,Tuesday,25989.9,25879.35,-110.55,-0.43,12.24,26000,9,199.81,199.81,399.62,194.98,195.6,390.58,19981.17,19529.02,452.15,127.7,324.45
2025-11-26,Wednesday,26087.25,26205.15,117.9,0.45,11.97,26100,8,184.92,184.92,369.84,180.51,179.9,360.41,18491.88,18020.49,471.38,125.19,346.2
2025-11-27,Thursday,26287.75,26221.8,-65.95,-0.25,11.79,26300,7,171.68,171.68,343.37,166.47,166.78,333.25,17168.4,16662.66,505.74,122.94,382.8
2025-11-28,Friday,26257.15,26198.95,-58.2,-0.22,11.62,26250,6,156.47,156.47,312.95,150.96,151.21,302.17,15647.43,15108.3,539.13,120.37,418.76
2025-12-01,Monday,26279.75,26179.4,-100.35,-0.38,11.63,26300,10,202.36,202.36,404.71,197.95,198.52,396.47,20235.53,19823.41,412.12,128.15,283.96
2025-12-02,Tuesday,26080.45,26038.6,-41.85,-0.16,11.23,26100,9,183.96,183.96,367.93,179.63,179.85,359.48,18396.26,17974.03,422.23,125.06,297.18
2025-12-03,Wednesday,25912.7,25983.5,70.8,0.27,11.21,25900,8,172.02,172.02,344.04,167.77,167.43,335.19,17201.92,16759.67,442.24,123.04,319.21
2025-12-04,Thursday,26025.05,26040.7,15.65,0.06,10.82,26050,7,155.98,155.98,311.97,151.34,151.34,302.68,15598.45,15134.21,464.24,120.33,343.91
2025-12-05,Friday,26085.15,26194.65,109.5,0.42,10.32,26100,6,138.06,138.06,276.12,133.54,133.12,266.67,13805.82,13333.44,472.38,117.32,355.06
2025-12-08,Monday,26071.75,25945.25,-126.5,-0.49,11.13,26050,10,192.12,192.12,384.25,187.89,188.58,376.47,19212.28,18823.43,388.85,126.45,262.4
2025-12-09,Tuesday,25751.6,25836.0,84.4,0.33,10.95,25750,9,177.11,177.11,354.23,173.3,172.87,346.17,17711.41,17308.51,402.9,123.92,278.98
2025-12-10,Wednesday,25902.35,25756.2,-146.15,-0.56,10.91,25900,8,167.35,167.35,334.7,162.76,163.45,326.21,16734.87,16310.57,424.31,122.26,302.04
2025-12-11,Thursday,25739.0,25901.65,162.65,0.63,10.4,25750,7,148.28,148.28,296.56,144.32,143.64,287.96,14828.17,14398.22,429.95,119.06,310.89
2025-12-12,Friday,26001.65,26045.85,44.2,0.17,10.11,26000,6,134.82,134.82,269.63,130.25,130.08,260.32,13481.59,13016.25,465.35,116.77,348.57
2025-12-15,Monday,25954.55,26023.55,69.0,0.27,10.25,25950,10,176.14,176.14,352.27,172.7,172.35,345.05,17613.71,17252.49,361.22,123.78,237.44
2025-12-16,Tuesday,25891.1,25840.85,-50.25,-0.19,10.06,25900,9,163.6,163.6,327.2,159.74,159.97,319.7,16360.0,15985.17,374.83,121.66,253.16
2025-12-17,Wednesday,25845.65,25814.1,-31.55,-0.12,9.84,25850,8,150.61,150.61,301.21,146.64,146.77,293.41,15060.56,14670.6,389.96,119.47,270.49
2025-12-18,Thursday,25745.65,25818.45,72.8,0.28,9.71,25750,7,138.48,138.48,276.96,134.55,134.26,268.81,13847.96,13440.56,407.39,117.42,289.97
2025-12-19,Friday,25957.7,25970.35,12.65,0.05,9.52,25950,6,126.73,126.73,253.47,122.33,122.33,244.67,12673.38,12233.33,440.05,115.43,324.62
2025-12-22,Monday,26139.25,26168.4,29.15,0.11,9.68,26150,10,167.53,167.53,335.05,164.13,163.99,328.12,16752.59,16405.87,346.73,122.34,224.39
2025-12-24,Wednesday,26209.7,26139.65,-70.05,-0.27,9.19,26200,8,142.64,142.64,285.28,138.83,139.11,277.94,14263.83,13897.02,366.81,118.15,248.67
2025-12-26,Friday,26094.85,26039.4,-55.45,-0.21,9.15,26100,6,122.45,122.45,244.9,118.14,118.33,236.46,12245.18,11823.14,422.04,114.72,307.32
2025-12-29,Monday,26031.5,25941.15,-90.35,-0.35,9.72,26050,10,167.52,167.52,335.05,163.89,164.32,328.21,16752.48,16410.58,341.89,122.34,219.55
2025-12-30,Tuesday,25932.35,25940.15,7.8,0.03,9.68,25950,9,157.67,157.67,315.34,154.02,154.02,308.04,15767.11,15402.13,364.98,120.67,244.31
2025-12-31,Wednesday,25977.6,26130.25,152.65,0.59,9.48,26000,8,145.84,145.84,291.67,142.46,141.83,284.29,14583.64,14214.29,369.35,118.68,250.67
2026-01-01,Thursday,26171.7,26143.6,-28.1,-0.11,9.19,26150,7,133.23,133.23,266.46,129.23,129.34,258.57,13323.25,12928.46,394.79,116.55,278.24
2026-01-02,Friday,26251.95,26326.25,74.3,0.28,9.45,26250,6,127.23,127.23,254.46,122.98,122.72,245.71,12722.8,12285.38,437.42,115.52,321.9
